,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (observed),Christmas Day (observed)_lower,Christmas Day (observed)_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (observed),Independence Day (observed)_lower,Independence Day (observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (observed),New Year's Day (observed)_lower,New Year's Day (observed)_upper,Thanksgiving Day,Thanksgiving Day_lower,Thanksgiving Day_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (observed),Veterans Day (observed)_lower,Veterans Day (observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
16,2009-05-31,0.0871965110749715,-21.478162367912166,8.484020807050598,0.0871965110749715,0.0871965110749715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.346761043121223,-6.346761043121223,-6.346761043121223,0.0,0.0,0.0,-6.346761043121223,-6.346761043121223,-6.346761043121223,0.0,0.0,0.0,-6.259564532046252
17,2009-06-30,0.11334533785614667,-21.91635405266149,7.561781204357117,0.11334533785614667,0.11334533785614667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.377593926387846,-7.377593926387846,-7.377593926387846,0.0,0.0,0.0,-7.377593926387846,-7.377593926387846,-7.377593926387846,0.0,0.0,0.0,-7.264248588531699
18,2009-07-31,0.1403657838618454,-18.525594184821145,12.402799286341358,0.1403657838618454,0.1403657838618454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.041647537875038,-3.041647537875038,-3.041647537875038,0.0,0.0,0.0,-3.041647537875038,-3.041647537875038,-3.041647537875038,0.0,0.0,0.0,-2.9012817540131928
19,2009-08-31,0.16738622986754415,-14.729929687072422,15.27557170895081,0.16738622986754415,0.16738622986754415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5303241093010396,0.5303241093010396,0.5303241093010396,0.0,0.0,0.0,0.5303241093010396,0.5303241093010396,0.5303241093010396,0.0,0.0,0.0,0.6977103391685837
20,2009-09-30,0.19353504858273646,-16.429710907811668,13.38054939886582,0.19353504858273646,0.19353504858273646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.03677131514731,-2.03677131514731,-2.03677131514731,0.0,0.0,0.0,-2.03677131514731,-2.03677131514731,-2.03677131514731,0.0,0.0,0.0,-1.8432362665645734
21,2009-10-31,0.22055549458843515,-9.673177070746146,19.087502143177186,0.22055549458843515,0.22055549458843515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.992437825327918,4.992437825327918,4.992437825327918,0.0,0.0,0.0,4.992437825327918,4.992437825327918,4.992437825327918,0.0,0.0,0.0,5.212993319916353
22,2009-11-30,0.24670431085050618,-19.5778412859572,10.011155405276346,0.24670431085050618,0.24670431085050618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.108943022096881,-5.108943022096881,-5.108943022096881,0.0,0.0,0.0,-5.108943022096881,-5.108943022096881,-5.108943022096881,0.0,0.0,0.0,-4.862238711246374
23,2009-12-31,0.2737247543213129,-8.991647415983198,21.94851882519689,0.2737247543213129,0.2737247543213129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.597528439385576,6.597528439385576,6.597528439385576,0.0,0.0,0.0,6.597528439385576,6.597528439385576,6.597528439385576,0.0,0.0,0.0,6.871253193706889
24,2010-01-31,0.30074519779211983,-11.5507006983113,18.627026082634444,0.30074519779211983,0.30074519779211983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0622104698027486,2.0622104698027486,2.0622104698027486,0.0,0.0,0.0,2.0622104698027486,2.0622104698027486,2.0622104698027486,0.0,0.0,0.0,2.3629556675948686
25,2010-02-28,0.3251507596367196,-19.48561814003887,10.960764850395693,0.3251507596367196,0.3251507596367196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.080895056557419,-4.080895056557419,-4.080895056557419,0.0,0.0,0.0,-4.080895056557419,-4.080895056557419,-4.080895056557419,0.0,0.0,0.0,-3.7557442969206996
26,2010-03-31,0.35217121354482817,-6.74611226310802,23.822383254805892,0.35217121354482817,0.35217121354482817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.776396655709616,7.776396655709616,7.776396655709616,0.0,0.0,0.0,7.776396655709616,7.776396655709616,7.776396655709616,0.0,0.0,0.0,8.128567869254443
